survey_year,company_size,num_employees,annual_revenue_usd_millions,company_age,ai_adoption_rate,ai_adoption_stage,years_using_ai,num_ai_tools_used,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,innovation_score,quarter_sin,quarter_cos,country_Australia,country_Brazil,country_Canada,country_Chile,country_China,country_Colombia,country_Egypt,country_France,country_Germany,country_India,country_Indonesia,country_Italy,country_Japan,country_Kenya,country_Malaysia,country_Netherlands,country_New Zealand,country_Nigeria,country_Philippines,country_Poland,country_Singapore,country_South Africa,country_South Korea,country_Spain,country_Sweden,country_Thailand,country_UK,country_USA,country_Vietnam,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,industry_Consulting,industry_Education,industry_Finance,industry_Healthcare,industry_Logistics,industry_Manufacturing,industry_Retail,industry_Technology,ai_primary_tool_Claude,ai_primary_tool_Custom Internal AI,ai_primary_tool_Gemini,ai_primary_tool_GitHub Copilot,ai_primary_tool_Other,ai_use_case_Fraud Detection,ai_use_case_HR Automation,ai_use_case_Marketing Automation,ai_use_case_Medical Diagnostics,ai_use_case_Predictive Maintenance,ai_use_case_Software Development,ai_use_case_Supply Chain Optimization,cost_reduction_percent,customer_satisfaction
2024,1,650,385.51,18,36.9,2,5,2,5,34.36,12.28,0.39,17.71,72832.98,75,2,0,41,32.09,6.75,25.16,5.58,9.86,25,30,40,4.95,44,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.31,7.13
2023,2,8354,5615.83,8,21.68,1,3,3,1,26.11,11.14,0.274,30.8,74883.18,73,1,0,54,9.94,5.36,16.34,6.37,5.67,418,64,515,0.55,49,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.32,5.37
2024,2,9602,5595.62,5,30.25,1,3,2,8,13.53,9.21,0.313,23.89,53688.15,64,1,1,65,35.21,7.01,24.41,8.21,12.21,447,239,758,9.34,41,1.0,6.123233995736766e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,6.64
2024,1,470,216.5,28,33.94,1,4,1,3,35.63,9.25,0.322,21.11,42586.47,64,1,0,54,42.77,3.98,16.9,7.73,9.26,19,20,39,10.77,43,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2,5.92
2025,0,99,44.83,5,25.74,1,1,2,8,6.95,8.12,0.271,35.14,36767.79,75,2,0,60,20.66,7.07,15.61,4.15,1.69,3,3,0,-2.78,41,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.91,3.95
2023,0,74,16.79,25,42.45,2,4,4,9,41.44,9.8,0.453,17.44,22236.3,68,2,0,59,33.48,5.34,21.25,6.6,14.97,3,3,5,5.78,60,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.43,5.59
2023,0,16,39.93,20,53.78,2,7,4,4,43.84,11.02,0.396,10.38,274969.51,72,1,0,60,19.13,7.02,32.76,7.13,17.73,1,1,2,1.22,60,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.21,5.4
2024,1,898,54.41,11,30.27,1,7,3,0,27.49,11.46,0.267,27.35,6943.79,60,1,1,66,36.96,7.22,8.61,1.55,4.39,9,29,83,-1.54,55,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,3.99
2026,2,8914,5640.48,12,50.84,2,3,3,10,42.13,14.38,0.534,15.39,90982.19,70,1,1,64,53.75,6.6,27.88,9.57,21.47,430,545,1008,15.01,54,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,6.36
2023,1,279,310.88,31,20.42,1,2,1,8,12.09,4.69,0.246,37.39,52297.74,79,2,0,41,34.35,5.52,0.21,3.81,3.11,5,8,7,-4.23,40,1.2246467991473532e-16,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.72
2025,1,755,111.98,9,29.52,1,6,3,7,16.06,7.01,0.277,19.63,10393.3,89,2,0,48,41.91,5.25,7.73,0.07,1.95,9,21,61,2.32,58,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,5.03
2023,0,34,13.63,27,16.82,1,5,1,0,4.18,4.39,0.076,31.58,17604.37,65,2,0,47,28.16,5.64,19.94,7.46,5.6,2,1,0,1.65,50,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,9.06,2.99
2025,2,16670,998.6,28,37.34,2,6,2,10,31.87,16.0,0.513,24.01,9584.45,69,0,1,63,61.42,5.74,14.4,3.02,12.4,560,833,1353,1.44,57,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.24,6.44
2025,1,579,392.98,3,24.61,1,1,1,3,23.9,8.15,0.258,31.91,55315.52,79,1,0,63,35.81,5.79,14.06,5.9,0.52,5,15,34,0.71,54,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,5.74
2026,1,597,123.57,33,44.31,2,9,3,10,46.24,8.07,0.467,25.88,16706.36,67,0,1,80,39.52,6.17,26.94,8.26,13.04,33,30,85,11.37,56,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.25,6.45
2025,2,17898,9922.19,4,35.52,2,4,3,13,29.18,11.97,0.498,24.27,66365.37,63,0,1,69,39.6,7.24,17.42,2.35,10.18,697,467,846,10.56,62,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.85,5.61
2023,1,519,390.62,12,37.66,2,7,2,7,21.31,13.08,0.38,31.92,98409.84,75,0,1,62,46.96,6.46,26.95,9.25,10.73,37,19,28,10.09,70,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.08,6.7
2026,1,683,350.76,8,62.42,2,7,3,11,36.52,16.25,0.552,19.95,83462.17,67,1,1,71,49.32,6.55,24.52,8.16,15.03,32,54,84,7.86,64,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.07,5.67
2026,1,665,183.87,15,30.01,1,3,2,4,16.1,11.23,0.283,35.69,31046.54,63,1,1,59,45.82,4.24,19.2,7.0,0.04,30,25,15,3.03,59,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6.9,5.17
2024,2,11938,6104.5,7,41.33,2,3,3,5,31.06,15.38,0.418,13.1,78662.89,67,1,0,57,64.52,4.78,19.68,6.0,11.66,531,670,1155,6.99,61,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.59,6.64
2025,1,150,137.93,24,52.63,2,5,2,11,41.62,9.59,0.485,9.51,88143.38,81,2,1,61,50.06,5.86,16.88,6.35,12.24,7,10,13,14.85,53,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.46,6.32
2025,0,21,42.7,4,24.79,1,3,2,2,19.73,5.56,0.19,29.86,112990.74,71,2,0,53,30.96,6.2,19.9,5.27,0.42,1,1,1,10.21,46,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.29,5.18
2023,0,41,43.22,13,24.94,1,4,2,2,10.56,2.82,0.115,37.66,29700.21,84,1,0,41,42.48,4.03,5.61,1.94,7.15,1,1,0,9.29,53,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,5.86
2023,1,341,471.83,28,39.15,2,5,3,4,31.8,9.11,0.321,23.51,126110.81,67,1,0,57,45.41,7.44,15.07,4.75,9.97,12,15,29,12.66,62,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.41,6.57
2023,2,9706,3326.71,15,43.47,2,3,1,8,35.04,14.03,0.466,18.31,48078.63,59,1,0,50,40.03,6.98,24.01,7.23,13.02,550,545,1268,5.51,57,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.26,4.8
2023,0,52,16.36,16,43.89,2,5,1,7,24.22,12.11,0.379,27.68,38092.23,65,2,1,59,47.35,6.42,19.82,6.75,13.01,2,3,3,-0.49,56,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.78,6.23
2023,1,706,345.45,33,19.57,1,6,2,6,9.12,1.96,0.164,34.85,9593.45,64,2,1,58,37.34,5.23,14.97,5.0,4.94,26,11,19,-5.0,41,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.65,5.6
2026,1,592,347.52,15,22.34,1,5,1,0,14.87,5.35,0.133,38.68,31411.03,73,2,1,53,22.99,5.98,21.4,5.54,6.56,47,8,30,3.14,50,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.41,5.95
2024,0,69,8.11,9,35.29,2,2,2,10,21.23,8.78,0.372,27.05,10322.0,73,1,0,53,49.82,5.6,5.85,1.55,11.81,1,4,4,6.03,81,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.91,5.0
2023,1,739,444.67,20,33.11,1,5,2,2,23.41,9.77,0.261,26.24,58785.85,67,2,0,54,17.6,5.01,22.89,5.84,2.22,32,34,39,5.32,46,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.4,5.01
2025,2,4384,8268.99,7,36.94,2,6,3,9,20.67,13.1,0.411,35.51,247042.43,64,0,0,47,46.69,6.87,27.68,7.17,13.0,192,193,179,10.16,60,-1.0,-1.8369701987210294e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.92,5.5
2025,2,12571,5113.53,14,23.7,1,8,1,6,15.87,6.08,0.247,28.74,24733.63,67,0,1,61,42.57,6.35,17.42,2.9,6.24,410,477,513,-0.84,62,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.34,5.51
2026,0,29,4.25,21,42.32,2,6,1,7,26.11,6.19,0.308,29.8,9074.53,64,2,0,52,48.93,5.36,26.08,3.72,14.23,2,1,2,5.06,66,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.22,5.9
2024,2,11097,7836.63,2,30.2,1,1,3,8,24.87,8.4,0.349,28.33,59300.74,72,1,0,52,29.51,5.21,18.39,6.22,7.6,379,319,491,5.71,58,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.91,4.47
2024,1,655,200.36,29,26.75,1,8,3,5,17.01,7.86,0.259,26.8,24030.14,77,2,0,56,44.89,4.48,12.91,2.48,7.73,22,19,20,3.06,56,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,5.87
2025,1,855,357.1,15,48.5,2,4,3,0,33.77,15.02,0.341,15.11,62730.83,72,0,0,46,56.63,5.57,32.34,6.3,8.03,56,51,55,2.79,64,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,5.67
2024,0,86,21.02,8,45.31,2,2,3,5,44.01,10.81,0.411,13.8,26425.94,72,1,1,82,35.05,5.49,18.28,5.48,12.93,4,3,7,7.55,51,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.06,4.49
2026,0,17,3.04,14,38.04,2,10,3,5,28.19,13.73,0.384,23.54,24547.56,65,0,1,67,65.33,5.32,13.53,4.59,9.34,0,1,1,12.48,51,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.89,4.89
2025,0,91,29.38,21,30.52,1,3,3,6,32.1,8.87,0.352,25.72,28651.97,83,1,1,68,53.77,4.9,11.43,7.49,6.03,2,3,11,7.22,64,-1.0,-1.8369701987210294e-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.9
2024,2,14973,5186.29,18,43.55,2,4,2,6,45.71,9.17,0.413,18.67,31756.7,71,1,0,53,35.63,5.49,29.12,10.73,6.55,1049,709,1699,9.71,62,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.76,4.45
2024,1,627,497.97,9,54.18,2,3,2,2,31.91,12.39,0.332,17.92,98429.63,68,2,1,68,56.86,4.85,23.65,8.53,10.4,31,35,63,16.86,44,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,5.84
2024,1,841,343.83,7,39.61,2,7,3,5,31.56,6.0,0.295,26.25,24514.19,69,2,1,66,37.15,4.99,14.26,4.62,3.73,28,51,68,4.26,42,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.87,4.88
2023,0,83,45.76,7,46.77,2,2,3,4,47.06,11.93,0.422,24.39,65755.3,46,2,0,53,60.44,5.28,33.17,9.3,18.06,6,5,9,8.45,65,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.82,5.5
2024,0,30,48.41,25,67.18,2,3,4,8,53.72,17.4,0.589,17.55,280837.24,57,1,1,77,45.82,7.28,30.63,12.45,19.96,2,3,4,16.3,61,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.84,5.66
2025,0,44,41.42,22,48.22,2,6,3,9,24.08,9.85,0.382,16.14,92697.95,68,0,0,55,33.15,6.65,23.37,5.48,4.16,2,2,2,9.83,54,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.37,4.88
2024,2,15214,4040.95,19,34.26,1,4,3,6,36.73,12.32,0.417,23.73,32714.08,44,0,1,76,56.9,5.77,20.96,7.08,22.64,357,662,1112,9.03,66,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.71,7.19
2024,1,673,120.41,22,32.1,1,3,1,3,32.98,6.1,0.269,22.2,10912.41,63,0,0,52,43.58,6.15,10.83,5.87,8.72,10,21,66,5.16,52,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.93,4.88
2023,2,16517,5130.6,11,56.59,2,7,4,9,33.12,16.01,0.502,18.27,49746.21,67,0,0,57,62.24,5.58,34.24,9.68,11.27,1239,990,1357,0.7,61,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.19,5.6
2026,1,870,282.82,35,38.09,2,7,3,8,20.25,10.1,0.352,27.46,32829.89,72,2,1,71,48.01,5.6,22.78,7.52,6.7,29,37,30,-4.15,62,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.27,5.45
2025,2,12308,4281.05,32,72.06,3,9,4,9,40.38,18.17,0.561,17.55,63206.97,84,2,0,61,72.22,6.28,35.89,12.13,14.37,879,1020,436,8.25,61,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.93,7.35
2023,2,1619,789.72,25,27.89,1,4,2,13,11.3,10.95,0.41,36.24,53431.8,75,1,0,52,26.63,5.14,12.91,4.61,15.06,59,27,79,13.48,52,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.93,5.31
2024,0,27,49.93,27,35.34,2,7,3,7,44.42,8.73,0.418,13.5,161444.19,56,2,0,40,48.82,5.87,34.98,9.81,15.61,2,1,2,15.13,58,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.49,6.1
2025,0,30,48.15,30,53.42,2,8,3,11,31.97,11.33,0.468,18.41,181785.24,65,2,0,63,28.29,4.87,22.61,7.06,11.79,1,2,2,-1.48,70,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,6.08
2024,0,61,32.65,29,27.07,1,4,2,2,28.6,3.65,0.201,24.48,19533.85,84,1,0,56,36.2,5.95,24.2,7.91,6.49,2,2,6,3.3,42,-1.0,-1.8369701987210294e-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.41,6.19
2024,1,527,51.95,22,8.92,0,0,1,0,8.57,2.87,0.074,24.9,2826.76,67,1,0,40,24.77,3.82,14.63,2.57,6.58,22,3,25,-4.74,42,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.31,4.75
2024,0,50,37.75,19,26.0,1,7,1,0,9.07,5.16,0.107,40.0,38954.48,50,1,0,52,11.05,4.52,18.81,6.21,7.59,2,1,3,8.82,53,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12,5.4
2026,0,98,39.41,29,39.74,2,9,2,8,24.11,9.66,0.363,22.3,38828.68,84,1,0,57,56.43,5.76,24.96,5.28,8.96,6,5,3,7.15,59,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.79,6.46
2024,1,526,146.54,20,45.5,2,4,3,6,31.3,7.83,0.335,18.79,21819.64,70,0,0,47,48.15,6.06,22.74,5.6,8.96,25,26,43,4.08,51,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.69,5.51
2024,2,12308,4281.05,31,67.94,2,6,4,8,54.43,17.29,0.591,3.78,60122.72,69,2,0,48,65.15,6.55,38.29,9.68,20.89,1039,923,1387,7.13,72,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.37,5.72
2026,1,188,208.98,14,40.7,2,10,3,3,38.73,7.57,0.312,24.99,84182.69,62,1,0,50,37.59,4.71,23.16,3.61,14.02,10,10,13,8.68,55,1.0,6.123233995736766e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.39,4.35
2023,0,36,3.92,6,47.83,2,3,1,7,30.86,8.94,0.364,17.32,9731.13,70,1,0,71,34.76,5.55,28.13,11.65,15.21,3,2,4,15.96,46,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.84,7.23
